date,FL152000005.Q,FL152010005.Q,FL154090005.Q,FL154000025.Q,FL154022005.Q,FL154023005.Q,LM153064475.Q,LM153064105.Q,LM153064175.Q,LM543064153.Q,LM573064175.Q,LM343064123.Q,LM223064213.Q,LM653064155.Q,FL153099475.Q,FL154190005.Q,FL152090005.Q,FL153064476.Q,FL153064486.Q
1996:Q1,34968787.00,11636795.00,23331992.00,3527960.00,2175448.00,263409.00,6548791.00,4680822.00,1867969.00,214731.00,811744.00,13121.00,35852.00,792521.00,10816385.00,5109221.00,29859566.00,18.73,28.07
1996:Q2,35493580.00,11739536.00,23754044.00,3508230.00,2259253.00,258588.00,6821076.00,4830299.00,1990777.00,234145.00,835993.00,14964.00,37046.00,868629.00,10906897.00,5211234.00,30282346.00,19.22,28.72
1996:Q3,35881823.00,11859069.00,24022754.00,3543625.00,2270930.00,255694.00,6934697.00,4847812.00,2086885.00,249978.00,872794.00,16362.00,37827.00,909924.00,11017808.00,5307513.00,30574309.00,19.33,28.87
1996:Q4,36323072.00,11985981.00,24337091.00,3564631.00,2282024.00,292317.00,6991023.00,4756067.00,2234956.00,274841.00,919105.00,18778.00,72014.00,950218.00,11207097.00,5409259.00,30913813.00,19.25,28.73
1997:Q1,36759443.00,12172829.00,24586614.00,3608276.00,2247446.00,281651.00,7021025.00,4755943.00,2265082.00,284099.00,916831.00,20177.00,76239.00,967736.00,11428216.00,5452467.00,31306975.00,19.10,28.56
1997:Q2,38305549.00,12311266.00,25994283.00,3614302.00,2198643.00,297645.00,8260611.00,5620269.00,2640342.00,340055.00,1062354.00,24842.00,86245.00,1126846.00,11623082.00,5552913.00,32752636.00,21.57,31.78
1997:Q3,39521174.00,12475749.00,27045425.00,3668832.00,2168812.00,298819.00,9074067.00,6117313.00,2956754.00,384323.00,1181588.00,27943.00,93488.00,1269412.00,11834895.00,5662792.00,33858382.00,22.96,33.55
1997:Q4,40087375.00,12688382.00,27398993.00,3730942.00,2160938.00,314609.00,9139255.00,6191067.00,2948188.00,387438.00,1165367.00,29946.00,97406.00,1268031.00,12053249.00,5763193.00,34324182.00,22.80,33.36
1998:Q1,41945824.00,12947864.00,28997960.00,3776127.00,2166802.00,337842.00,10390904.00,6992266.00,3398638.00,453851.00,1319674.00,35224.00,108355.00,1481534.00,12326286.00,5819282.00,36126542.00,24.77,35.83
1998:Q2,42633746.00,13194540.00,29439206.00,3764861.00,2237372.00,350182.00,10601279.00,7119830.00,3481448.00,471581.00,1315895.00,37848.00,113466.00,1542658.00,12485512.00,5961539.00,36672207.00,24.87,36.01
1998:Q3,41799634.00,13476276.00,28323358.00,3805970.00,2221930.00,387237.00,9230232.00,6193207.00,3037025.00,407912.00,1148771.00,34445.00,110212.00,1335685.00,12677990.00,6064970.00,35734664.00,22.08,32.59
1998:Q4,44325956.00,13777896.00,30548060.00,3938023.00,2179723.00,382066.00,11198198.00,7526071.00,3672127.00,507976.00,1402321.00,42960.00,125243.00,1593627.00,12850050.00,6203435.00,38122521.00,25.26,36.66
1999:Q1,45055182.00,14028532.00,31026650.00,3977913.00,2240241.00,379304.00,11444357.00,7641316.00,3803041.00,538667.00,1450313.00,46203.00,134484.00,1633374.00,12984835.00,6286458.00,38768723.00,25.40,36.89
1999:Q2,46417668.00,14290706.00,32126962.00,3912425.00,2288143.00,381753.00,12459507.00,8340309.00,4119199.00,598851.00,1543493.00,50782.00,147046.00,1779027.00,13085134.00,6433880.00,39983789.00,26.84,38.78
1999:Q3,46339323.00,14633454.00,31705869.00,3972441.00,2323858.00,402356.00,11770672.00,7855918.00,3914754.00,573139.00,1458368.00,48476.00,152008.00,1682763.00,13236542.00,6594416.00,39744907.00,25.40,37.12
1999:Q4,49648779.00,14967264.00,34681515.00,4122976.00,2397303.00,446425.00,14276770.00,9619135.00,4657635.00,728550.00,1644806.00,56909.00,170470.00,2056900.00,13438042.00,6761134.00,42887646.00,28.76,41.17
2000:Q1,51110116.00,15422166.00,35687950.00,4248827.00,2291907.00,505216.00,15045115.00,10026975.00,5018141.00,798449.00,1725355.00,60405.00,172392.00,2261540.00,13596885.00,6886618.00,44223498.00,29.44,42.16
2000:Q2,50818835.00,15889610.00,34929225.00,4238259.00,2268854.00,489586.00,14198243.00,9351262.00,4846981.00,768425.00,1697871.00,60060.00,168252.00,2152373.00,13734283.00,7034500.00,43784335.00,27.94,40.65
2000:Q3,51636631.00,16419111.00,35217520.00,4282946.00,2238928.00,509531.00,14098728.00,9226703.00,4872024.00,776482.00,1719206.00,60715.00,165583.00,2150038.00,14087387.00,7219798.00,44416834.00,27.30,40.03
2000:Q4,50877719.00,16915383.00,33962336.00,4454639.00,2257560.00,558446.00,12381138.00,7974639.00,4406499.00,700503.00,1608473.00,56576.00,157105.00,1883842.00,14310554.00,7358504.00,43519216.00,24.34,36.46
2001:Q1,50009332.00,17362913.00,32646419.00,4726477.00,2161592.00,547738.00,10731867.00,6848106.00,3883762.00,596510.00,1454403.00,49059.00,144993.00,1638797.00,14478746.00,7404205.00,42605128.00,21.46,32.87
2001:Q2,51448273.00,17747523.00,33700750.00,4742621.00,2132666.00,555238.00,11568703.00,7375086.00,4193617.00,644442.00,1541573.00,52733.00,145882.00,1808987.00,14701522.00,7605571.00,43842702.00,22.49,34.33
2001:Q3,50261181.00,18170744.00,32090437.00,4857733.00,2112332.00,648373.00,9554821.00,6014472.00,3540349.00,524449.00,1352456.00,43796.00,133852.00,1485796.00,14917178.00,7853491.00,42407690.00,19.01,29.77
2001:Q4,51943547.00,18432970.00,33510577.00,4974752.00,2058517.00,606233.00,10822546.00,6873677.00,3948869.00,604811.00,1451301.00,49091.00,137128.00,1706538.00,15048529.00,7985787.00,43957759.00,20.84,32.30
2002:Q1,52733023.00,18769213.00,33963810.00,5071502.00,2088764.00,593344.00,10922711.00,6904136.00,4018575.00,625813.00,1504316.00,50618.00,133462.00,1704366.00,15287488.00,8115721.00,44617301.00,20.71,32.16
2002:Q2,51886901.00,19178283.00,32708618.00,5014519.00,2092608.00,559110.00,9567071.00,5991183.00,3575888.00,544922.00,1336767.00,44660.00,122910.00,1526629.00,15475310.00,8304938.00,43581963.00,18.44,29.25
2002:Q3,50824585.00,19623525.00,31201060.00,5137105.00,1937910.00,555190.00,7829637.00,4875839.00,2953798.00,429411.00,1150507.00,35913.00,110663.00,1227304.00,15741219.00,8499304.00,42325281.00,15.41,25.09
2002:Q4,52226156.00,20035510.00,32190646.00,5232054.00,1996370.00,552809.00,8360948.00,5221556.00,3139392.00,471899.00,1215240.00,39036.00,109552.00,1303665.00,16048464.00,8765546.00,43460609.00,16.01,25.97
2003:Q1,52720921.00,20442838.00,32278083.00,5440203.00,1890996.00,566159.00,7968905.00,4865663.00,3103242.00,451006.00,1228482.00,37454.00,113760.00,1272540.00,16411820.00,8958759.00,43762162.00,15.12,24.69
2003:Q2,54852323.00,20854878.00,33997445.00,5466598.00,1778099.00,666635.00,9344595.00,5683287.00,3661308.00,536680.00,1422897.00,46052.00,126158.00,1529521.00,16741519.00,9336274.00,45516049.00,17.04,27.49
2003:Q3,56078492.00,21356177.00,34722315.00,5385880.00,1842224.00,653669.00,9853227.00,5998489.00,3854739.00,577267.00,1452152.00,51171.00,133748.00,1640401.00,16987315.00,9591582.00,46486910.00,17.57,28.38
2003:Q4,58640965.00,21933150.00,36707815.00,5475815.00,2142649.00,636199.00,11189993.00,6811929.00,4378064.00,666550.00,1624659.00,62138.00,145889.00,1878828.00,17263160.00,9842484.00,48798482.00,19.08,30.48
2004:Q1,61132700.00,22639493.00,38493207.00,5644747.00,2887447.00,676432.00,11537336.00,6956839.00,4580498.00,696759.00,1657632.00,66566.00,151560.00,2007981.00,17747245.00,10044316.00,51088384.00,18.87,29.97
2004:Q2,62553268.00,23450991.00,39102277.00,5679395.00,2928032.00,703466.00,11560974.00,6930756.00,4630218.00,713912.00,1676823.00,68678.00,155934.00,2014871.00,18230409.00,10365857.00,52187411.00,18.48,29.57
2004:Q3,63762423.00,24236328.00,39526095.00,5677449.00,2940332.00,694226.00,11372729.00,6761052.00,4611676.00,708216.00,1660869.00,68803.00,158749.00,2015039.00,18841358.00,10630304.00,53132119.00,17.84,28.77
2004:Q4,66803658.00,25065121.00,41738537.00,5838662.00,3095254.00,762103.00,12678910.00,7552843.00,5126067.00,794156.00,1844444.00,79884.00,168958.00,2238625.00,19363609.00,11019622.00,55784036.00,18.98,30.38
2005:Q1,68087373.00,25951664.00,42135709.00,5924774.00,3127936.00,752965.00,12612955.00,7551151.00,5061803.00,783490.00,1820002.00,80842.00,170340.00,2207129.00,19717079.00,11215350.00,56872023.00,18.52,29.93
2005:Q2,69939824.00,26903699.00,43036125.00,5995615.00,3172942.00,765916.00,12938658.00,7736431.00,5202227.00,818982.00,1887439.00,82908.00,174110.00,2238788.00,20162994.00,11540977.00,58398846.00,18.50,30.06
2005:Q3,72015280.00,27793843.00,44221437.00,6116975.00,3091132.00,761243.00,13626968.00,8135611.00,5491357.00,864322.00,1988634.00,88813.00,179971.00,2369617.00,20625119.00,11888652.00,60126628.00,18.92,30.82
2005:Q4,74075125.00,28684482.00,45390643.00,6252620.00,3376778.00,759197.00,13899195.00,8237253.00,5661942.00,892698.00,2076555.00,93102.00,184384.00,2415203.00,21102853.00,12178716.00,61896408.00,18.76,30.62
2006:Q1,76501316.00,29277630.00,47223686.00,6459797.00,3518186.00,851944.00,15032281.00,8977659.00,6054622.00,946621.00,2196773.00,101060.00,192510.00,2617658.00,21361478.00,12536378.00,63964938.00,19.65,31.83
2006:Q2,76713426.00,29442590.00,47270836.00,6548318.00,3609234.00,889113.00,14596040.00,8659413.00,5936628.00,925282.00,2163282.00,98868.00,194994.00,2554202.00,21628130.00,12878196.00,63835230.00,19.03,30.88
2006:Q3,77508917.00,29514539.00,47994378.00,6669837.00,3378187.00,895657.00,15080835.00,8915699.00,6165136.00,962425.00,2265093.00,105248.00,202169.00,2630201.00,21969862.00,13208019.00,64300897.00,19.46,31.42
2006:Q4,79667173.00,29583754.00,50083419.00,6894090.00,3342261.00,892267.00,16624694.00,10195742.00,6428952.00,1043421.00,2192031.00,116666.00,211742.00,2865092.00,22330107.00,13475345.00,66191828.00,20.87,33.19
2007:Q1,80900063.00,29566844.00,51333219.00,7095920.00,3439292.00,934908.00,17192410.00,10574919.00,6617491.00,1060409.00,2222266.00,119001.00,215286.00,3000529.00,22670689.00,13659953.00,67240109.00,21.25,33.49
2007:Q2,81672798.00,29126957.00,52545841.00,7150344.00,3489131.00,996676.00,17997192.00,10934570.00,7062622.00,1130315.00,2347436.00,129098.00,229698.00,3226075.00,22912499.00,13957591.00,67715207.00,22.04,34.25
2007:Q3,81878713.00,28655257.00,53223456.00,7270233.00,3826963.00,998407.00,18016933.00,10804434.00,7212499.00,1162724.00,2381526.00,130417.00,233325.00,3304507.00,23110920.00,14205585.00,67673128.00,22.00,33.85
2007:Q4,80912432.00,28078563.00,52833869.00,7552884.00,3951468.00,1109887.00,17024990.00,10046813.00,6978177.00,1118842.00,2304063.00,127761.00,227068.00,3200443.00,23194640.00,14413118.00,66499314.00,21.04,32.22
2008:Q1,78631029.00,27195909.00,51435120.00,7860133.00,3986915.00,1240127.00,15400153.00,9096020.00,6304133.00,1005218.00,2075779.00,109491.00,203151.00,2910494.00,22947792.00,14549202.00,64081826.00,19.59,29.94
2008:Q2,77023836.00,26156614.00,50867222.00,7690439.00,4396337.00,1226267.00,14871889.00,8622789.00,6249100.00,980652.00,2038347.00,109307.00,202491.00,2918303.00,22682290.00,14477455.00,62546381.00,19.31,29.24
2008:Q3,75031265.00,25420635.00,49610630.00,7863082.00,5038326.00,1243058.00,12885084.00,7495200.00,5389884.00,850018.00,1807405.00,94676.00,175412.00,2462373.00,22581080.00,14620684.00,60410580.00,17.17,25.97
2008:Q4,70517478.00,24403526.00,46113952.00,8169457.00,5093048.00,964406.00,9784639.00,5673299.00,4111340.00,649448.00,1450103.00,73242.00,136161.00,1802386.00,22102402.00,14326874.00,56190603.00,13.88,21.22
2009:Q1,68944381.00,23754274.00,45190107.00,8179525.00,5699792.00,894975.00,8590481.00,4886112.00,3704369.00,578574.00,1325867.00,63949.00,121716.00,1614263.00,21825334.00,14154712.00,54789669.00,12.46,19.01
2009:Q2,69851332.00,23460588.00,46390744.00,8117935.00,5264475.00,906693.00,10452189.00,6009982.00,4442207.00,689796.00,1537801.00,80373.00,144211.00,1990026.00,21649452.00,14131570.00,55719762.00,14.96,22.53
2009:Q3,71263938.00,23301010.00,47962928.00,7961054.00,5024783.00,935938.00,12384233.00,7184759.00,5199474.00,808679.00,1758398.00,96518.00,166228.00,2369651.00,21656920.00,14137429.00,57126509.00,17.38,25.82
2009:Q4,72079109.00,23414620.00,48664489.00,8084206.00,4921034.00,937746.00,12838062.00,7352763.00,5485300.00,848263.00,1842300.00,105253.00,174044.00,2515440.00,21883440.00,14126392.00,57952716.00,17.81,26.38
2010:Q1,73003364.00,23380778.00,49622586.00,7988759.00,4936375.00,941151.00,13472021.00,7683237.00,5788784.00,888901.00,1935534.00,112993.00,181969.00,2669387.00,22284280.00,13996348.00,59007016.00,18.45,27.15
2010:Q2,71973054.00,23421738.00,48551316.00,7910293.00,4763010.00,943977.00,12068209.00,6909590.00,5158619.00,785081.00,1748077.00,99833.00,160690.00,2364938.00,22865827.00,13945192.00,58027861.00,16.77,24.86
2010:Q3,73570095.00,23140700.00,50429395.00,7978910.00,4359746.00,953951.00,13684606.00,7910129.00,5774477.00,885384.00,1937216.00,111741.00,177763.00,2662373.00,23452182.00,13902986.00,59667109.00,18.60,27.14
2010:Q4,75963257.00,23071194.00,52892063.00,8059803.00,4835823.00,954871.00,15156197.00,8792751.00,6363446.00,991373.00,2139677.00,128539.00,194791.00,2909066.00,23885369.00,13863307.00,62099950.00,19.95,28.65
2011:Q1,77320674.00,23038824.00,54281850.00,8137387.00,4756229.00,960798.00,16149811.00,9397973.00,6751838.00,1052862.00,2250557.00,136471.00,200493.00,3111455.00,24277626.00,13819225.00,63501449.00,20.89,29.75
2011:Q2,77539661.00,23025705.00,54513956.00,8335212.00,4491711.00,1007904.00,16092568.00,9358628.00,6733940.00,1043957.00,2239858.00,137557.00,195934.00,3116634.00,24586561.00,13743052.00,63796609.00,20.75,29.52
2011:Q3,75333874.00,23152006.00,52181868.00,8481676.00,4397870.00,1018058.00,13328976.00,7747398.00,5581578.00,850590.00,1905076.00,111482.00,159490.00,2554940.00,24955288.00,13672643.00,61661230.00,17.69,25.54
2011:Q4,77080103.00,23306994.00,53773109.00,8691953.00,4296784.00,954776.00,14429880.00,8400109.00,6029771.00,940090.00,2065526.00,123981.00,168612.00,2731562.00,25399716.00,13690342.00,63389761.00,18.72,26.83
2012:Q1,79546880.00,23541259.00,56005621.00,8758404.00,4162520.00,949348.00,16304305.00,9513219.00,6791086.00,1048394.00,2297426.00,141845.00,186020.00,3117401.00,25831044.00,13675102.00,65871778.00,20.50,29.11
2012:Q2,79708775.00,24011973.00,55696802.00,8816992.00,4202593.00,961189.00,15546526.00,9074088.00,6472438.00,984273.00,2212052.00,135816.00,176028.00,2964269.00,26169502.00,13700664.00,66008111.00,19.50,27.91
2012:Q3,81712372.00,24475711.00,57236661.00,8868842.00,4141485.00,963115.00,16492924.00,9660734.00,6832189.00,1033716.00,2323337.00,143256.00,182881.00,3148999.00,26770295.00,13677514.00,68034857.00,20.18,28.82
2012:Q4,83005996.00,24898970.00,58107026.00,9219196.00,4109611.00,961289.00,16676973.00,9786300.00,6890673.00,1038685.00,2341817.00,138312.00,181064.00,3190795.00,27139957.00,13766310.00,69239686.00,20.09,28.70
2013:Q1,85925613.00,25452590.00,60473023.00,9262632.00,4080140.00,947474.00,18562701.00,11035928.00,7526773.00,1123273.00,2543539.00,157254.00,192012.00,3510695.00,27620076.00,13717309.00,72208303.00,21.60,30.70
2013:Q2,87441628.00,26109362.00,61332266.00,9246116.00,4255637.00,996862.00,18906006.00,11247360.00,7658646.00,1137530.00,2609713.00,163293.00,192343.00,3555767.00,27927645.00,13732649.00,73708979.00,21.62,30.83
2013:Q3,90028117.00,26740660.00,63287457.00,9364462.00,4313468.00,992431.00,20163111.00,11956336.00,8206775.00,1216459.00,2779099.00,174197.00,202452.00,3834568.00,28453985.00,13850400.00,76177717.00,22.40,31.86
2013:Q4,92820289.00,27244265.00,65576024.00,9595835.00,4311375.00,1016790.00,21757130.00,12847406.00,8909725.00,1320395.00,3009921.00,195006.00,215160.00,4169243.00,28894894.00,13916662.00,78903627.00,23.44,33.18
2014:Q1,94015744.00,27556685.00,66459059.00,9743755.00,4134522.00,1068589.00,22267276.00,13167466.00,9099810.00,1327659.00,3060424.00,200796.00,214158.00,4296773.00,29244917.00,13906951.00,80108792.00,23.68,33.51
2014:Q2,95798190.00,27863008.00,67935182.00,9760514.00,3939169.00,1062132.00,23491175.00,14020564.00,9470610.00,1371000.00,3175675.00,210512.00,216087.00,4497336.00,29682192.00,14073606.00,81724584.00,24.52,34.58
2014:Q3,96254222.00,28256147.00,67998075.00,9868472.00,3975983.00,1085816.00,23075790.00,13765219.00,9310571.00,1336011.00,3148656.00,213798.00,206970.00,4405136.00,29992014.00,14197593.00,82056629.00,23.97,33.94
2014:Q4,98172283.00,28718808.00,69453475.00,10138181.00,3979202.00,1062391.00,23905359.00,14357435.00,9547924.00,1369367.00,3262726.00,208154.00,207119.00,4500558.00,30368342.00,14288064.00,83884219.00,24.35,34.42
2015:Q1,100072806.00,29199536.00,70873270.00,10296959.00,3942795.00,1064896.00,24643990.00,14896316.00,9747674.00,1393636.00,3354421.00,215956.00,211022.00,4572639.00,30924630.00,14274362.00,85798443.00,24.63,34.77
2015:Q2,100846817.00,29624732.00,71222085.00,10269183.00,4129793.00,1033824.00,24606315.00,14839597.00,9766718.00,1386174.00,3364977.00,215617.00,209129.00,4590821.00,31182970.00,14412438.00,86434378.00,24.40,34.55
2015:Q3,99739254.00,30064834.00,69674420.00,10392395.00,4317323.00,1029671.00,22491271.00,13556684.00,8934587.00,1254767.00,3113703.00,197762.00,189153.00,4179202.00,31443761.00,14490400.00,85248854.00,22.55,32.28
2015:Q4,101918045.00,30496779.00,71421266.00,10724512.00,4422653.00,1000761.00,23515124.00,14189726.00,9325398.00,1313942.00,3254270.00,210236.00,197024.00,4349926.00,31758216.00,14630951.00,87287094.00,23.07,32.92
2016:Q1,102525491.00,30913761.00,71611730.00,10834788.00,4168856.00,1041628.00,23475081.00,14196310.00,9278771.00,1289723.00,3282223.00,208020.00,199794.00,4299011.00,32091377.00,14636140.00,87889352.00,22.90,32.78
2016:Q2,103510396.00,31334563.00,72175833.00,10837882.00,3738829.00,1041377.00,24018720.00,14616855.00,9401864.00,1293917.00,3338395.00,210689.00,200137.00,4358726.00,32539025.00,14802738.00,88707658.00,23.20,33.28
2016:Q3,105716681.00,31827157.00,73889524.00,11115920.00,3745684.00,1015183.00,25068006.00,15302263.00,9765743.00,1336129.00,3459211.00,220265.00,205630.00,4544508.00,32944731.00,14954579.00,90762102.00,23.71,33.93
2016:Q4,107909480.00,32431393.00,75478087.00,11391851.00,4245954.00,993397.00,25796406.00,15874190.00,9922217.00,1369061.00,3494723.00,230582.00,204496.00,4623355.00,33050480.00,15104070.00,92805410.00,23.91,34.18
